Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,CurrentSalary,ExpectedNextYearSalary,AnnualWageGrowth
Masters,2014,New Delhi,3,34,Male,No,5,0,63114.83,67532.87,4418.04
Bachelors,2017,Pune,2,32,Female,No,2,1,34347.0,36751.29,2404.29
Bachelors,2015,New Delhi,3,32,Female,No,2,0,34347.0,36751.29,2404.29
Bachelors,2014,Bangalore,3,33,Male,No,5,1,42076.55,45021.91,2945.36
Masters,2017,New Delhi,2,34,Male,No,2,1,51520.5,55126.94,3606.44
Masters,2016,Bangalore,3,35,Female,No,1,1,48150.0,51520.5,3370.5
Masters,2017,New Delhi,3,35,Male,Yes,2,0,43792.42,46857.89,3065.47
Bachelors,2014,Pune,2,38,Female,No,3,1,36751.29,39323.88,2572.59
Bachelors,2016,Bangalore,3,37,Male,No,0,0,30000.0,32100.0,2100.0
Bachelors,2013,Bangalore,3,38,Female,No,4,0,39323.88,42076.55,2752.67
Bachelors,2015,Bangalore,3,41,Male,No,0,0,30000.0,32100.0,2100.0
Masters,2017,Bangalore,3,40,Male,No,4,1,58985.82,63114.83,4129.01
Bachelors,2017,Bangalore,3,39,Female,No,3,0,36751.29,39323.88,2572.59
Bachelors,2017,Pune,2,32,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2018,New Delhi,3,40,Male,Yes,4,1,33425.3,35765.07,2339.77
Bachelors,2016,Bangalore,3,40,Male,No,0,0,30000.0,32100.0,2100.0
Bachelors,2016,Bangalore,3,41,Female,No,1,1,32100.0,34347.0,2247.0
Bachelors,2015,Bangalore,3,38,Male,Yes,4,0,33425.3,35765.07,2339.77
Masters,2017,Pune,1,38,Male,No,0,1,45000.0,48150.0,3150.0
Bachelors,2018,Bangalore,3,41,Female,No,2,1,34347.0,36751.29,2404.29
Bachelors,2015,New Delhi,2,33,Female,No,4,1,39323.88,42076.55,2752.67
Bachelors,2012,Bangalore,3,41,Male,Yes,0,0,25500.0,27285.0,1785.0
Bachelors,2017,New Delhi,2,35,Female,No,5,0,42076.55,45021.91,2945.36
Bachelors,2013,Bangalore,3,36,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2013,Pune,3,37,Male,No,1,0,32100.0,34347.0,2247.0
Bachelors,2013,New Delhi,1,37,Female,No,1,0,32100.0,34347.0,2247.0
Bachelors,2014,Bangalore,3,39,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2017,Bangalore,3,38,Female,No,2,0,34347.0,36751.29,2404.29
Bachelors,2013,Pune,2,34,Female,No,1,1,32100.0,34347.0,2247.0
Bachelors,2017,Pune,2,33,Female,No,4,1,39323.88,42076.55,2752.67
Bachelors,2013,Bangalore,3,32,Female,No,1,0,32100.0,34347.0,2247.0
Masters,2014,Bangalore,3,38,Female,No,4,1,58985.82,63114.83,4129.01
Bachelors,2017,Bangalore,3,32,Male,No,5,0,42076.55,45021.91,2945.36
Masters,2016,New Delhi,3,41,Male,No,5,1,63114.83,67532.87,4418.04
Masters,2014,Pune,3,36,Female,No,2,0,51520.5,55126.94,3606.44
Bachelors,2017,New Delhi,3,34,Female,No,2,1,34347.0,36751.29,2404.29
Bachelors,2017,Bangalore,3,34,Male,Yes,0,0,25500.0,27285.0,1785.0
Bachelors,2016,Bangalore,3,35,Male,No,4,0,39323.88,42076.55,2752.67
Masters,2015,New Delhi,3,38,Male,No,1,0,48150.0,51520.5,3370.5
Bachelors,2016,Bangalore,3,32,Male,Yes,5,0,35765.07,38268.62,2503.55
Bachelors,2015,Pune,3,37,Female,No,2,1,34347.0,36751.29,2404.29
Bachelors,2017,Bangalore,2,32,Female,No,2,1,34347.0,36751.29,2404.29
Masters,2017,New Delhi,2,36,Male,No,3,0,55126.94,58985.83,3858.89
Bachelors,2012,Bangalore,3,41,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2017,Pune,3,37,Female,No,5,0,42076.55,45021.91,2945.36
Bachelors,2018,Bangalore,3,34,Female,No,3,1,36751.29,39323.88,2572.59
Bachelors,2016,Pune,3,31,Male,No,0,1,30000.0,32100.0,2100.0
Bachelors,2017,Bangalore,3,41,Male,No,1,0,32100.0,34347.0,2247.0
Bachelors,2015,New Delhi,3,35,Female,No,3,0,36751.29,39323.88,2572.59
Bachelors,2015,Bangalore,3,37,Female,No,5,0,42076.55,45021.91,2945.36
Bachelors,2016,Bangalore,3,34,Male,No,4,0,39323.88,42076.55,2752.67
Masters,2017,Bangalore,2,40,Female,Yes,2,0,43792.42,46857.89,3065.47
Bachelors,2015,Bangalore,3,39,Male,No,5,1,42076.55,45021.91,2945.36
Bachelors,2013,Pune,3,37,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2015,Pune,2,36,Female,Yes,1,1,27285.0,29194.95,1909.95
Bachelors,2014,Bangalore,3,35,Female,No,2,0,34347.0,36751.29,2404.29
Masters,2013,Bangalore,3,37,Female,No,3,1,55126.94,58985.83,3858.89
Bachelors,2013,New Delhi,3,41,Female,No,1,0,32100.0,34347.0,2247.0
Masters,2017,New Delhi,2,40,Male,No,2,0,51520.5,55126.94,3606.44
Bachelors,2016,Bangalore,3,37,Male,No,2,0,34347.0,36751.29,2404.29
Masters,2013,New Delhi,3,40,Female,No,2,1,51520.5,55126.94,3606.44
Bachelors,2015,Bangalore,3,39,Male,No,5,0,42076.55,45021.91,2945.36
Masters,2015,Pune,2,33,Female,No,4,0,58985.82,63114.83,4129.01
Bachelors,2012,Bangalore,3,36,Male,No,1,1,32100.0,34347.0,2247.0
Bachelors,2012,Bangalore,3,36,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2015,Bangalore,3,38,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2017,New Delhi,2,37,Female,No,5,0,42076.55,45021.91,2945.36
Masters,2017,New Delhi,3,34,Female,No,2,0,51520.5,55126.94,3606.44
Bachelors,2013,Bangalore,3,31,Male,No,2,1,34347.0,36751.29,2404.29
Bachelors,2013,Bangalore,3,38,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2017,Bangalore,3,36,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2012,Bangalore,3,40,Male,No,1,0,32100.0,34347.0,2247.0
Bachelors,2017,Bangalore,3,41,Male,No,5,1,42076.55,45021.91,2945.36
Bachelors,2015,Bangalore,3,31,Female,No,4,0,39323.88,42076.55,2752.67
Bachelors,2017,New Delhi,3,41,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2015,New Delhi,3,31,Female,No,3,0,36751.29,39323.88,2572.59
Bachelors,2017,Pune,3,31,Female,No,0,1,30000.0,32100.0,2100.0
Bachelors,2017,New Delhi,2,37,Male,No,0,0,30000.0,32100.0,2100.0
Bachelors,2012,Pune,3,39,Male,No,0,0,30000.0,32100.0,2100.0
Bachelors,2014,Bangalore,3,38,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2013,Pune,3,40,Female,No,2,1,34347.0,36751.29,2404.29
Bachelors,2013,Pune,3,36,Male,No,1,0,32100.0,34347.0,2247.0
Bachelors,2016,Bangalore,3,41,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2018,Bangalore,3,32,Female,No,2,1,34347.0,36751.29,2404.29
Masters,2018,Bangalore,3,40,Female,No,3,1,55126.94,58985.83,3858.89
Bachelors,2012,Bangalore,3,39,Female,No,2,0,34347.0,36751.29,2404.29
Bachelors,2014,New Delhi,3,33,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2012,Bangalore,3,32,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2018,Bangalore,3,41,Male,No,5,1,42076.55,45021.91,2945.36
Bachelors,2016,Bangalore,3,36,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2016,Bangalore,3,31,Male,No,0,0,30000.0,32100.0,2100.0
Bachelors,2014,Bangalore,3,37,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2014,Bangalore,3,33,Male,No,5,1,42076.55,45021.91,2945.36
Masters,2018,Pune,3,31,Male,No,2,1,51520.5,55126.94,3606.44
Bachelors,2017,New Delhi,3,35,Female,No,5,0,42076.55,45021.91,2945.36
Bachelors,2015,Pune,1,32,Female,No,5,1,42076.55,45021.91,2945.36
Masters,2017,New Delhi,3,41,Female,No,2,0,51520.5,55126.94,3606.44
Masters,2017,New Delhi,2,36,Female,No,1,0,48150.0,51520.5,3370.5
Masters,2017,Pune,3,35,Male,No,1,0,48150.0,51520.5,3370.5
Masters,2017,New Delhi,3,35,Male,No,1,1,48150.0,51520.5,3370.5
Bachelors,2015,New Delhi,3,33,Male,No,1,0,32100.0,34347.0,2247.0
Bachelors,2014,Bangalore,3,38,Female,No,4,0,39323.88,42076.55,2752.67
Bachelors,2015,New Delhi,2,33,Female,No,3,1,36751.29,39323.88,2572.59
Masters,2018,New Delhi,3,31,Female,Yes,2,1,43792.42,46857.89,3065.47
PHD,2015,Bangalore,3,31,Male,No,3,0,73502.58,78647.76,5145.18
Bachelors,2013,Bangalore,3,37,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2014,Bangalore,3,32,Male,No,1,0,32100.0,34347.0,2247.0
Bachelors,2017,Bangalore,3,33,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2014,Bangalore,3,37,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2012,Bangalore,3,32,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2015,Pune,3,40,Female,Yes,2,1,29194.95,31238.6,2043.65
Bachelors,2014,Pune,1,40,Female,No,1,1,32100.0,34347.0,2247.0
Masters,2013,New Delhi,2,32,Male,No,2,1,51520.5,55126.94,3606.44
Masters,2017,Bangalore,2,39,Female,No,2,1,51520.5,55126.94,3606.44
PHD,2016,New Delhi,3,41,Male,No,1,0,64200.0,68694.0,4494.0
PHD,2014,New Delhi,3,32,Female,No,0,0,60000.0,64200.0,4200.0
Bachelors,2017,Bangalore,3,38,Male,No,0,1,30000.0,32100.0,2100.0
Masters,2017,New Delhi,2,31,Female,Yes,2,0,43792.42,46857.89,3065.47
Bachelors,2018,Bangalore,3,38,Male,Yes,3,1,31238.6,33425.3,2186.7
Bachelors,2016,Bangalore,3,32,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2017,Pune,2,35,Female,No,5,1,42076.55,45021.91,2945.36
Bachelors,2013,Bangalore,3,34,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2018,Bangalore,3,38,Male,Yes,1,1,27285.0,29194.95,1909.95
Bachelors,2014,Pune,1,36,Female,No,1,1,32100.0,34347.0,2247.0
Bachelors,2015,Bangalore,3,34,Female,Yes,2,0,29194.95,31238.6,2043.65
Masters,2015,New Delhi,3,39,Female,No,2,0,51520.5,55126.94,3606.44
Masters,2017,New Delhi,1,40,Female,No,0,0,45000.0,48150.0,3150.0
Bachelors,2016,Bangalore,3,38,Male,Yes,1,0,27285.0,29194.95,1909.95
Bachelors,2015,Pune,3,35,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2014,Pune,2,31,Male,No,3,1,36751.29,39323.88,2572.59
Bachelors,2017,Pune,3,41,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2017,Bangalore,3,35,Female,No,3,0,36751.29,39323.88,2572.59
Bachelors,2018,Bangalore,3,33,Male,No,5,1,42076.55,45021.91,2945.36
Bachelors,2017,New Delhi,2,33,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2016,New Delhi,3,31,Female,Yes,4,0,33425.3,35765.07,2339.77
Masters,2013,New Delhi,3,35,Male,No,4,0,58985.82,63114.83,4129.01
Bachelors,2016,Bangalore,3,37,Female,No,1,0,32100.0,34347.0,2247.0
Bachelors,2015,Bangalore,3,31,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2012,Bangalore,3,35,Male,No,1,1,32100.0,34347.0,2247.0
Bachelors,2014,Bangalore,3,32,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2015,Bangalore,3,32,Female,No,0,0,30000.0,32100.0,2100.0
Bachelors,2017,Bangalore,3,40,Female,No,5,0,42076.55,45021.91,2945.36
Bachelors,2012,Bangalore,3,34,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2014,Pune,3,37,Male,No,4,0,39323.88,42076.55,2752.67
PHD,2015,Bangalore,3,40,Male,No,3,0,73502.58,78647.76,5145.18
Masters,2017,New Delhi,2,34,Female,No,2,1,51520.5,55126.94,3606.44
Bachelors,2015,Pune,2,32,Female,No,3,1,36751.29,39323.88,2572.59
Bachelors,2013,Bangalore,3,33,Male,No,1,0,32100.0,34347.0,2247.0
Bachelors,2015,Bangalore,3,38,Male,No,3,1,36751.29,39323.88,2572.59
Masters,2017,New Delhi,2,41,Male,No,3,1,55126.94,58985.83,3858.89
Masters,2017,New Delhi,1,36,Female,No,0,0,45000.0,48150.0,3150.0
Bachelors,2016,Bangalore,3,33,Male,No,1,0,32100.0,34347.0,2247.0
Bachelors,2014,Pune,3,31,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2013,Pune,2,34,Female,No,3,1,36751.29,39323.88,2572.59
Bachelors,2017,Bangalore,3,31,Male,No,1,0,32100.0,34347.0,2247.0
Bachelors,2016,New Delhi,2,36,Female,No,4,1,39323.88,42076.55,2752.67
Bachelors,2013,Bangalore,3,38,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2015,Pune,2,39,Female,Yes,1,1,27285.0,29194.95,1909.95
Bachelors,2014,Pune,3,31,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2015,New Delhi,3,40,Male,No,3,1,36751.29,39323.88,2572.59
Bachelors,2013,Bangalore,3,39,Male,No,0,0,30000.0,32100.0,2100.0
Bachelors,2015,Bangalore,3,32,Female,No,4,0,39323.88,42076.55,2752.67
Bachelors,2014,Bangalore,3,34,Male,No,1,0,32100.0,34347.0,2247.0
Masters,2015,New Delhi,3,38,Male,No,1,0,48150.0,51520.5,3370.5
Bachelors,2014,Bangalore,1,39,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2014,Bangalore,3,39,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2016,Bangalore,3,33,Male,No,1,0,32100.0,34347.0,2247.0
Bachelors,2018,Pune,2,34,Female,No,4,1,39323.88,42076.55,2752.67
Bachelors,2017,Pune,3,38,Male,Yes,1,0,27285.0,29194.95,1909.95
Masters,2017,New Delhi,2,33,Male,No,2,0,51520.5,55126.94,3606.44
Bachelors,2014,Bangalore,3,41,Male,No,5,0,42076.55,45021.91,2945.36
Masters,2017,Pune,1,39,Male,No,0,0,45000.0,48150.0,3150.0
Masters,2013,Pune,3,39,Male,No,2,0,51520.5,55126.94,3606.44
Bachelors,2014,Bangalore,3,41,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2012,Bangalore,3,40,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2014,Bangalore,3,36,Male,No,0,0,30000.0,32100.0,2100.0
Bachelors,2015,Bangalore,3,34,Male,No,0,0,30000.0,32100.0,2100.0
Bachelors,2013,Bangalore,3,32,Male,No,5,1,42076.55,45021.91,2945.36
Bachelors,2015,Bangalore,3,31,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2012,Bangalore,3,36,Male,Yes,0,0,25500.0,27285.0,1785.0
Masters,2017,Pune,2,35,Male,No,1,1,48150.0,51520.5,3370.5
Bachelors,2017,Bangalore,3,32,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2017,Pune,3,33,Male,Yes,5,0,35765.07,38268.62,2503.55
Bachelors,2016,Bangalore,3,34,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2017,Bangalore,3,39,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2018,Bangalore,3,38,Male,No,0,1,30000.0,32100.0,2100.0
Bachelors,2012,Pune,2,35,Female,No,1,1,32100.0,34347.0,2247.0
Bachelors,2015,Pune,2,40,Female,Yes,5,1,35765.07,38268.62,2503.55
Bachelors,2017,Pune,3,41,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2016,Bangalore,1,33,Female,Yes,3,0,31238.6,33425.3,2186.7
Masters,2017,New Delhi,1,40,Male,No,0,0,45000.0,48150.0,3150.0
Bachelors,2018,Bangalore,3,33,Female,No,3,1,36751.29,39323.88,2572.59
Bachelors,2015,Bangalore,3,38,Male,No,1,1,32100.0,34347.0,2247.0
Masters,2017,Bangalore,2,32,Male,No,2,0,51520.5,55126.94,3606.44
Bachelors,2014,Pune,3,32,Male,Yes,2,0,29194.95,31238.6,2043.65
Bachelors,2015,New Delhi,3,32,Female,No,2,0,34347.0,36751.29,2404.29
Bachelors,2016,Pune,2,37,Female,No,2,1,34347.0,36751.29,2404.29
Bachelors,2015,Bangalore,3,40,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2016,Bangalore,3,38,Male,No,1,0,32100.0,34347.0,2247.0
PHD,2018,New Delhi,3,33,Female,No,4,1,78647.76,84153.1,5505.34
Masters,2017,New Delhi,2,40,Male,No,4,0,58985.82,63114.83,4129.01
Masters,2017,New Delhi,2,35,Male,No,2,0,51520.5,55126.94,3606.44
Bachelors,2016,Bangalore,3,33,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2017,Bangalore,3,37,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2013,Bangalore,3,38,Male,No,0,0,30000.0,32100.0,2100.0
Bachelors,2018,Bangalore,3,32,Male,No,2,1,34347.0,36751.29,2404.29
Bachelors,2017,Bangalore,3,40,Female,No,2,0,34347.0,36751.29,2404.29
Bachelors,2015,New Delhi,3,33,Female,No,2,0,34347.0,36751.29,2404.29
Bachelors,2016,Bangalore,3,38,Male,No,2,1,34347.0,36751.29,2404.29
Bachelors,2013,Bangalore,3,34,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2017,New Delhi,3,38,Female,No,4,0,39323.88,42076.55,2752.67
Bachelors,2018,Pune,2,31,Female,No,3,1,36751.29,39323.88,2572.59
Bachelors,2014,Pune,3,32,Female,No,4,0,39323.88,42076.55,2752.67
Bachelors,2013,Bangalore,3,35,Male,Yes,1,0,27285.0,29194.95,1909.95
Bachelors,2014,Bangalore,3,35,Male,No,0,1,30000.0,32100.0,2100.0
Bachelors,2012,Bangalore,3,33,Female,No,4,0,39323.88,42076.55,2752.67
Bachelors,2012,New Delhi,3,41,Female,No,0,0,30000.0,32100.0,2100.0
Bachelors,2015,Pune,1,31,Female,No,3,1,36751.29,39323.88,2572.59
Bachelors,2016,Bangalore,3,34,Male,No,3,0,36751.29,39323.88,2572.59
Masters,2017,New Delhi,2,40,Female,No,2,0,51520.5,55126.94,3606.44
Masters,2016,Bangalore,3,32,Male,No,1,1,48150.0,51520.5,3370.5
Bachelors,2012,Bangalore,3,36,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2014,Pune,2,40,Female,No,3,1,36751.29,39323.88,2572.59
Bachelors,2012,Pune,3,31,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2014,Bangalore,1,34,Female,No,5,0,42076.55,45021.91,2945.36
Masters,2013,New Delhi,3,41,Female,Yes,2,1,43792.42,46857.89,3065.47
Masters,2017,New Delhi,2,32,Male,No,2,0,51520.5,55126.94,3606.44
Bachelors,2016,Bangalore,3,41,Male,No,2,0,34347.0,36751.29,2404.29
Masters,2014,New Delhi,3,33,Male,No,3,0,55126.94,58985.83,3858.89
Bachelors,2013,Bangalore,3,33,Female,No,0,1,30000.0,32100.0,2100.0
Bachelors,2013,Pune,3,39,Female,No,2,0,34347.0,36751.29,2404.29
Masters,2018,Pune,3,40,Male,No,2,1,51520.5,55126.94,3606.44
Bachelors,2017,New Delhi,3,34,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2016,Pune,3,41,Male,Yes,5,0,35765.07,38268.62,2503.55
Bachelors,2015,Pune,3,37,Male,No,5,1,42076.55,45021.91,2945.36
Masters,2017,Bangalore,3,32,Female,No,4,1,58985.82,63114.83,4129.01
Bachelors,2017,Bangalore,3,41,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2018,Bangalore,3,34,Female,Yes,2,1,29194.95,31238.6,2043.65
Masters,2017,Bangalore,3,38,Male,No,5,1,63114.83,67532.87,4418.04
Bachelors,2017,Bangalore,3,40,Female,No,3,0,36751.29,39323.88,2572.59
Masters,2017,Pune,3,35,Male,No,2,0,51520.5,55126.94,3606.44
Bachelors,2015,Pune,3,31,Male,No,1,0,32100.0,34347.0,2247.0
Bachelors,2016,Pune,3,39,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2018,Bangalore,3,39,Male,No,1,1,32100.0,34347.0,2247.0
Bachelors,2018,Bangalore,3,32,Male,No,3,1,36751.29,39323.88,2572.59
Bachelors,2015,Bangalore,3,38,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2015,Bangalore,3,35,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2013,Bangalore,1,38,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2012,New Delhi,3,32,Male,No,1,1,32100.0,34347.0,2247.0
Bachelors,2014,Pune,2,37,Female,No,5,1,42076.55,45021.91,2945.36
Bachelors,2015,Pune,3,35,Male,No,0,0,30000.0,32100.0,2100.0
Bachelors,2017,Pune,3,41,Female,No,4,1,39323.88,42076.55,2752.67
Masters,2015,Bangalore,3,36,Male,No,0,0,45000.0,48150.0,3150.0
Bachelors,2017,Bangalore,3,35,Male,No,2,0,34347.0,36751.29,2404.29
Masters,2017,New Delhi,2,36,Male,No,2,1,51520.5,55126.94,3606.44
Masters,2017,Bangalore,1,34,Male,No,1,0,48150.0,51520.5,3370.5
Bachelors,2015,Bangalore,3,36,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2017,Pune,2,33,Male,No,3,0,36751.29,39323.88,2572.59
Masters,2018,New Delhi,3,38,Male,No,2,1,51520.5,55126.94,3606.44
PHD,2013,New Delhi,3,35,Female,Yes,3,1,62477.19,66850.59,4373.4
Bachelors,2015,New Delhi,2,37,Female,No,3,1,36751.29,39323.88,2572.59
Bachelors,2017,Bangalore,3,31,Male,No,0,0,30000.0,32100.0,2100.0
Bachelors,2017,Pune,2,40,Female,No,2,1,34347.0,36751.29,2404.29
Bachelors,2015,Pune,3,32,Female,No,3,1,36751.29,39323.88,2572.59
Bachelors,2015,Bangalore,3,35,Male,Yes,2,0,29194.95,31238.6,2043.65
Bachelors,2012,Bangalore,3,38,Male,Yes,0,0,25500.0,27285.0,1785.0
Bachelors,2015,Pune,2,36,Female,No,0,1,30000.0,32100.0,2100.0
Masters,2015,Pune,3,36,Male,No,3,0,55126.94,58985.83,3858.89
Masters,2014,New Delhi,3,32,Female,No,5,0,63114.83,67532.87,4418.04
Bachelors,2018,Pune,2,37,Female,No,0,1,30000.0,32100.0,2100.0
Bachelors,2018,Pune,3,35,Female,No,0,1,30000.0,32100.0,2100.0
Bachelors,2015,Pune,1,36,Female,No,4,1,39323.88,42076.55,2752.67
Bachelors,2015,New Delhi,2,34,Female,No,5,1,42076.55,45021.91,2945.36
Masters,2017,New Delhi,2,35,Female,No,0,0,45000.0,48150.0,3150.0
Masters,2017,New Delhi,2,38,Female,No,5,0,63114.83,67532.87,4418.04
Bachelors,2015,Pune,2,39,Female,No,5,1,42076.55,45021.91,2945.36
Bachelors,2012,Pune,2,32,Female,No,5,1,42076.55,45021.91,2945.36
Bachelors,2015,Bangalore,3,39,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2015,Bangalore,3,39,Male,No,2,1,34347.0,36751.29,2404.29
Masters,2017,Pune,2,37,Male,No,2,0,51520.5,55126.94,3606.44
Bachelors,2015,Bangalore,3,32,Female,No,5,0,42076.55,45021.91,2945.36
Bachelors,2017,New Delhi,2,38,Male,No,0,0,30000.0,32100.0,2100.0
Bachelors,2012,Pune,2,36,Female,No,5,1,42076.55,45021.91,2945.36
Masters,2016,Bangalore,1,37,Male,No,2,1,51520.5,55126.94,3606.44
Bachelors,2017,Pune,3,32,Male,No,4,0,39323.88,42076.55,2752.67
Masters,2017,New Delhi,3,37,Male,No,2,0,51520.5,55126.94,3606.44
Bachelors,2016,New Delhi,3,33,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2016,Bangalore,3,39,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2012,Bangalore,3,35,Male,No,1,1,32100.0,34347.0,2247.0
Masters,2015,Pune,3,39,Male,No,5,0,63114.83,67532.87,4418.04
Bachelors,2015,Bangalore,3,34,Male,No,0,0,30000.0,32100.0,2100.0
Masters,2017,New Delhi,2,33,Male,No,4,0,58985.82,63114.83,4129.01
Bachelors,2012,Bangalore,3,33,Male,No,1,0,32100.0,34347.0,2247.0
Bachelors,2015,New Delhi,3,31,Male,No,0,0,30000.0,32100.0,2100.0
PHD,2016,Pune,3,31,Female,No,4,0,78647.76,84153.1,5505.34
Bachelors,2015,Bangalore,3,37,Female,No,4,0,39323.88,42076.55,2752.67
Bachelors,2012,Bangalore,3,33,Male,No,0,0,30000.0,32100.0,2100.0
Bachelors,2017,Pune,3,31,Male,No,0,0,30000.0,32100.0,2100.0
Bachelors,2017,Bangalore,3,41,Female,No,2,0,34347.0,36751.29,2404.29
Masters,2017,Pune,2,39,Male,No,2,0,51520.5,55126.94,3606.44
Masters,2013,New Delhi,3,32,Male,No,2,0,51520.5,55126.94,3606.44
Bachelors,2016,Pune,3,37,Male,No,3,0,36751.29,39323.88,2572.59
Bachelors,2014,Bangalore,3,37,Male,No,1,0,32100.0,34347.0,2247.0
Bachelors,2017,Pune,2,34,Female,No,3,1,36751.29,39323.88,2572.59
Bachelors,2017,New Delhi,2,31,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2014,Pune,2,34,Female,Yes,1,1,27285.0,29194.95,1909.95
Bachelors,2012,Bangalore,3,38,Female,No,5,0,42076.55,45021.91,2945.36
Bachelors,2013,Bangalore,3,37,Female,No,1,0,32100.0,34347.0,2247.0
Bachelors,2015,Pune,1,34,Female,No,3,1,36751.29,39323.88,2572.59
Bachelors,2015,Bangalore,3,33,Male,No,2,0,34347.0,36751.29,2404.29
Bachelors,2016,Bangalore,3,37,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2016,Bangalore,3,41,Male,No,4,0,39323.88,42076.55,2752.67
Bachelors,2012,Bangalore,1,38,Female,No,1,0,32100.0,34347.0,2247.0
Bachelors,2016,Pune,3,40,Male,No,5,0,42076.55,45021.91,2945.36
Bachelors,2017,New Delhi,3,33,Female,No,1,1,32100.0,34347.0,2247.0
Bachelors,2016,New Delhi,3,33,Male,No,1,0,32100.0,34347.0,2247.0
Masters,2013,New Delhi,3,37,Male,Yes,2,0,43792.42,46857.89,3065.47
Bachelors,2017,New Delhi,2,36,Female,No,2,0,34347.0,36751.29,2404.29
Bachelors,2012,Bangalore,3,36,Female,No,5,0,42076.55,45021.91,2945.36
Bachelors,2015,Bangalore,3,41,Male,No,1,0,32100.0,34347.0,2247.0
Masters,2014,New Delhi,3,40,Male,No,5,0,63114.83,67532.87,4418.04
Bachelors,2016,Bangalore,3,36,Female,No,0,0,30000.0,32100.0,2100.0
Masters,2017,Bangalore,2,41,Male,Yes,2,1,43792.42,46857.89,3065.47
Bachelors,2015,Pune,3,33,Male,No,5,0,42076.55,45021.91,2945.36
Masters,2017,New Delhi,2,37,Female,No,2,0,51520.5,55126.94,3606.44
Bachelors,2017,New Delhi,2,33,Male,No,0,0,30000.0,32100.0,2100.0
Bachelors,2014,Bangalore,3,40,Female,No,4,0,39323.88,42076.55,2752.67
Masters,2018,New Delhi,3,36,Male,No,2,1,51520.5,55126.94,3606.44
Bachelors,2018,Bangalore,3,40,Male,Yes,3,1,31238.6,33425.3,2186.7
